acc_best,acc_last,acc_mean_tail,acc_std_tail,attn_entropy,attn_mass_noise,attn_mass_other,attn_mass_sep,attn_mass_source,delay_len,err_both_source_and_noise,err_both_source_and_noise_rate,err_noise_only,err_noise_only_rate,err_other,err_other_rate,err_sep,err_sep_rate,err_source_only,err_source_only_rate,eval_acc,eval_batches,eval_correct_tokens,eval_error_rate,eval_tail,eval_total_tokens,eval_wrong_tokens,gate_max,gate_mean,gate_min,loss_best,loss_mean_tail,loss_std_tail,mask_mode,max_mem,mem_entries_total,mem_noise_entries,mem_sep_entries,mem_source_entries,model,num_steps,phase,run_mode,seed,source_survival_rate,window_size,write_mode
1.0,0.996874988079071,0.9955812566280365,0.004721332443996092,0.04923564265482128,0.0,0.0,0.0,1.0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,320.0,0.0,500,320.0,0.0,-1.0,-1.0,-1.0,0.0024193052668124437,0.02208949006162584,0.01823386473442122,forced,20,20,0,0,20,naive,3001,expB_memory_diagnostics,main,0,1.0,8,source-pinned-noise-fifo
1.0,0.996874988079071,0.9961375056505203,0.003676753777496542,0.04330142890103161,1.0977140874501856e-05,0.0,0.0,0.9999890029430389,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,320.0,0.0,500,320.0,0.0,-1.0,-1.0,-1.0,0.003082664217799902,0.019686235573142766,0.01461055089778896,forced,25,25,5,0,20,naive,3001,expB_memory_diagnostics,main,0,1.0,8,source-pinned-noise-fifo
1.0,1.0,0.9958250057697297,0.004097322998792567,0.06104377913288772,1.5171624454524135e-05,0.0,0.0,0.9999848455190659,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,320.0,0.0,500,320.0,0.0,-1.0,-1.0,-1.0,0.0032054812181741,0.02156612927885726,0.016149268541022905,forced,30,30,10,0,20,naive,3001,expB_memory_diagnostics,main,0,1.0,8,source-pinned-noise-fifo
1.0,0.996874988079071,0.9952812587022781,0.0040911159732261925,0.0635392649564892,8.848131892591482e-05,0.0,0.0,0.9999115355312824,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,320.0,0.0,500,320.0,0.0,-1.0,-1.0,-1.0,0.0031481317710131407,0.024060399707406758,0.017590186423471307,forced,40,40,20,0,20,naive,3001,expB_memory_diagnostics,main,0,1.0,8,source-pinned-noise-fifo
1.0,0.996874988079071,0.9940687599182129,0.0050307527235103075,0.06871029874309897,5.495540608535521e-05,0.0,0.0,0.999945055693388,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,320.0,0.0,500,320.0,0.0,-1.0,-1.0,-1.0,0.00365211209282279,0.028831247438676655,0.02098790506726234,forced,60,60,40,0,20,naive,3001,expB_memory_diagnostics,main,0,1.0,8,source-pinned-noise-fifo
1.0,0.996874988079071,0.9940687599182129,0.0050307527235103075,0.06871029874309897,5.495540608535521e-05,0.0,0.0,0.999945055693388,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,320.0,0.0,500,320.0,0.0,-1.0,-1.0,-1.0,0.00365211209282279,0.028831247438676655,0.02098790506726234,forced,80,60,40,0,20,naive,3001,expB_memory_diagnostics,main,0,1.0,8,source-pinned-noise-fifo
1.0,0.996874988079071,0.9940687599182129,0.0050307527235103075,0.06871029874309897,5.495540608535521e-05,0.0,0.0,0.999945055693388,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,320.0,0.0,500,320.0,0.0,-1.0,-1.0,-1.0,0.00365211209282279,0.028831247438676655,0.02098790506726234,forced,100,60,40,0,20,naive,3001,expB_memory_diagnostics,main,0,1.0,8,source-pinned-noise-fifo
0.59375,0.518750011920929,0.5343812634944916,0.014616850351729656,0.06145511893555522,0.0,0.0,0.0,1.0,80,145.4375,0.979970090427709,0.0,0.0,0.0,0.0,0.0,0.0,2.9375,0.02002990957229099,0.5363281331956387,16,171.625,0.46367187499999996,500,320.0,148.375,-1.0,-1.0,-1.0,0.9146654009819031,0.9965957378149033,0.026158762826677555,forced,10,10,0,0,10,naive,3001,expB_memory_diagnostics,main,0,0.5,8,source-only
0.8125,0.784375011920929,0.7774625117778778,0.013346000757090573,0.15760502684861422,0.0,0.0,0.0,1.0,80,63.375,0.9938754724600087,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.006124527539991206,0.8007812686264515,16,256.25,0.19921875000000003,500,320.0,63.75,-1.0,-1.0,-1.0,0.42335090041160583,0.49069997924566267,0.026075217435459576,forced,15,15,0,0,15,naive,3001,expB_memory_diagnostics,main,0,0.75,8,source-only
1.0,1.0,0.9964750051498413,0.004116953136027854,0.0450571714900434,0.0,0.0,0.0,1.0,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,320.0,0.0,500,320.0,0.0,-1.0,-1.0,-1.0,0.001857853727415204,0.01861066670017317,0.01811395581194034,forced,20,20,0,0,20,naive,3001,expB_memory_diagnostics,main,0,1.0,8,source-only
